Query_Compound,PubChem_CID,Source_Database,Source_Version,Retrieval_Date,Source_Row_ID,Target_Name_Original,ChEMBL_ID_Raw,ChEMBL_Target_ID_Normalized,Mutation_Context,Activity_Score,Propensity_Score_Raw,Propensity_Score_Clean,Propensity_Status,Interaction_Type,Interaction_Type_Interpretation,ChEMBL_Pref_Name,ChEMBL_Target_Type,Organism,Tax_ID,Gene_Symbols,UniProt_Accessions,Component_Count,Component_Relationship,Prediction_Included,Evidence_Type,Activity_Score_Interpretation,Pharmacologic_Direction,Mapping_Status,Source_URL
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,53,Protein kinase C delta type,CHEMBL2996,CHEMBL2996,,0.0611,0.0685,0.0685,Positive_propensity_returned,I,complex_assay_model_prediction,Protein kinase C delta type,SINGLE PROTEIN,Homo sapiens,9606,PRKCD,Q05655,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,54,C-X-C chemokine receptor type 1,CHEMBL4029,CHEMBL4029,,0.0573,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,C-X-C chemokine receptor type 1,SINGLE PROTEIN,Homo sapiens,9606,CXCR1,P25024,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,55,Androgen receptor,CHEMBL1871,CHEMBL1871,,0.0571,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Androgen receptor,SINGLE PROTEIN,Homo sapiens,9606,AR,P10275,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,56,Acetylcholinesterase,CHEMBL220,CHEMBL220,,0.0566,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens,9606,ACHE,P22303,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,57,CDGSH iron-sulfur domain-containing protein 1,CHEMBL1795168,CHEMBL1795168,,0.0533,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,CDGSH iron-sulfur domain-containing protein 1,SINGLE PROTEIN,Homo sapiens,9606,CISD1,Q9NZ45,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,58,Solute carrier family 22 member 12,CHEMBL6120,CHEMBL6120,,0.0516,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Solute carrier family 22 member 12,SINGLE PROTEIN,Homo sapiens,9606,SLC22A12,Q96S37,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,59,Nuclear receptor ROR-gamma,CHEMBL1741186,CHEMBL1741186,,0.0511,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Nuclear receptor ROR-gamma,SINGLE PROTEIN,Homo sapiens,9606,RORC,P51449,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,60,"Sulfonylurea receptor 2, Kir6.2",CHEMBL2095198,CHEMBL2095198,,0.0488,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,"Sulfonylurea receptor 2, Kir6.2",PROTEIN COMPLEX,Homo sapiens,9606,KCNJ11;ABCC9,Q14654;O60706,2,protein_complex_component,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,61,DNA polymerase beta,CHEMBL2392,CHEMBL2392,,0.0458,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,DNA polymerase beta,SINGLE PROTEIN,Homo sapiens,9606,POLB,P06746,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,62,Acetyl-CoA carboxylase 1,CHEMBL3351,CHEMBL3351,,0.045,0.0068,0.0068,Positive_propensity_returned,D,simple_assay_model_prediction,Acetyl-CoA carboxylase 1,SINGLE PROTEIN,Homo sapiens,9606,ACACA,Q13085,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,63,Acetyl-CoA carboxylase 2,CHEMBL4829,CHEMBL4829,,0.0433,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Acetyl-CoA carboxylase 2,SINGLE PROTEIN,Homo sapiens,9606,ACACB,O00763,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,64,Prostacyclin receptor,CHEMBL1995,CHEMBL1995,,0.0377,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Prostacyclin receptor,SINGLE PROTEIN,Homo sapiens,9606,PTGIR,P43119,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,65,Lysosomal alpha-glucosidase,CHEMBL2608,CHEMBL2608,,0.0376,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Lysosomal alpha-glucosidase,SINGLE PROTEIN,Homo sapiens,9606,GAA,P10253,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,66,Protein kinase C epsilon type,CHEMBL3582,CHEMBL3582,,0.0372,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Protein kinase C epsilon type,SINGLE PROTEIN,Homo sapiens,9606,PRKCE,Q02156,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,67,Stimulator of interferon genes protein,CHEMBL4523377,CHEMBL4523377,,0.0369,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Stimulator of interferon genes protein,SINGLE PROTEIN,Homo sapiens,9606,STING1,Q86WV6,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,68,3-hydroxy-3-methylglutaryl-coenzyme A reductase,CHEMBL402,CHEMBL402,,0.0365,0.0359,0.0359,Positive_propensity_returned,D,simple_assay_model_prediction,3-hydroxy-3-methylglutaryl-coenzyme A reductase,SINGLE PROTEIN,Homo sapiens,9606,HMGCR,P04035,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,69,Eukaryotic initiation factor 4A-I,CHEMBL2052028,CHEMBL2052028,,0.0365,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Eukaryotic initiation factor 4A-I,SINGLE PROTEIN,Homo sapiens,9606,EIF4A1,P60842,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,70,Heat shock protein HSP 90-alpha,CHEMBL3880,CHEMBL3880,,0.0359,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Heat shock protein HSP 90-alpha,SINGLE PROTEIN,Homo sapiens,9606,HSP90AA1,P07900,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,71,Nuclear receptor subfamily 2 group C member 2/TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,CHEMBL3885612,CHEMBL3885612,,0.0333,0.0336,0.0336,Positive_propensity_returned,I,complex_assay_model_prediction,Nuclear receptor subfamily 2 group C member 2/TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,CHIMERIC PROTEIN,Homo sapiens,9606,TAB1;NR2C2,Q15750;P49116,2,chimeric_protein_component,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,72,Caspase-1,CHEMBL4801,CHEMBL4801,,0.0329,0.0378,0.0378,Positive_propensity_returned,I,complex_assay_model_prediction,Caspase-1,SINGLE PROTEIN,Homo sapiens,9606,CASP1,P29466,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,73,Protein kinase C alpha type,CHEMBL299,CHEMBL299,,0.0328,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Protein kinase C alpha type,SINGLE PROTEIN,Homo sapiens,9606,PRKCA,P17252,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,74,Sodium channel protein type 1 subunit alpha,CHEMBL1845,CHEMBL1845,,0.0318,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Sodium channel protein type 1 subunit alpha,SINGLE PROTEIN,Homo sapiens,9606,SCN1A,P35498,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,75,Catechol O-methyltransferase,CHEMBL2023,CHEMBL2023,,0.0314,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Catechol O-methyltransferase,SINGLE PROTEIN,Homo sapiens,9606,COMT,P21964,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,76,Endothelin receptor type B,CHEMBL1785,CHEMBL1785,,0.0277,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Endothelin receptor type B,SINGLE PROTEIN,Homo sapiens,9606,EDNRB,P24530,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,77,DNA (cytosine-5)-methyltransferase 3B,CHEMBL6095,CHEMBL6095,,0.0277,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,DNA (cytosine-5)-methyltransferase 3B,SINGLE PROTEIN,Homo sapiens,9606,DNMT3B,Q9UBC3,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,78,Transcription factor p65,CHEMBL5533,CHEMBL5533,,0.026,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Transcription factor p65,SINGLE PROTEIN,Homo sapiens,9606,RELA,Q04206,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,79,Monocarboxylate transporter 1,CHEMBL4360,CHEMBL4360,,0.0258,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Monocarboxylate transporter 1,SINGLE PROTEIN,Homo sapiens,9606,SLC16A1,P53985,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,80,Tyrosinase,CHEMBL1973,CHEMBL1973,,0.0244,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Tyrosinase,SINGLE PROTEIN,Homo sapiens,9606,TYR,P14679,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,81,Glucocorticoid receptor,CHEMBL2034,CHEMBL2034,,0.0244,0.0091,0.0091,Positive_propensity_returned,I,complex_assay_model_prediction,Glucocorticoid receptor,SINGLE PROTEIN,Homo sapiens,9606,NR3C1,P04150,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,82,Dual specificity mitogen-activated protein kinase kinase 4,CHEMBL2897,CHEMBL2897,,0.0226,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Dual specificity mitogen-activated protein kinase kinase 4,SINGLE PROTEIN,Homo sapiens,9606,MAP2K4,P45985,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,83,Xaa-Pro dipeptidase,CHEMBL4185,CHEMBL4185,,0.0223,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Xaa-Pro dipeptidase,SINGLE PROTEIN,Homo sapiens,9606,PEPD,P12955,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,84,Pyruvate kinase PKM,CHEMBL1075189,CHEMBL1075189,,0.0211,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Pyruvate kinase PKM,SINGLE PROTEIN,Homo sapiens,9606,PKM,P14618,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,85,Sodium/glucose cotransporter 2,CHEMBL3884,CHEMBL3884,,0.021,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Sodium/glucose cotransporter 2,SINGLE PROTEIN,Homo sapiens,9606,SLC5A2,P31639,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,86,Sex hormone-binding globulin,CHEMBL3305,CHEMBL3305,,0.0207,0.0013,0.0013,Positive_propensity_returned,D,simple_assay_model_prediction,Sex hormone-binding globulin,SINGLE PROTEIN,Homo sapiens,9606,SHBG,P04278,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,87,Adenosine kinase,CHEMBL3589,CHEMBL3589,,0.0193,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Adenosine kinase,SINGLE PROTEIN,Homo sapiens,9606,ADK,P55263,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,88,Probable global transcription activator SNF2L2,CHEMBL2362979,CHEMBL2362979,,0.0192,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,SINGLE PROTEIN,Homo sapiens,9606,SMARCA2,P51531,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,89,Progesterone receptor,CHEMBL208,CHEMBL208,,0.0184,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Progesterone receptor,SINGLE PROTEIN,Homo sapiens,9606,PGR,P06401,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,90,Sterol O-acyltransferase 2,CHEMBL4465,CHEMBL4465,,0.0184,0.1227,0.1227,Positive_propensity_returned,I,complex_assay_model_prediction,Sterol O-acyltransferase 2,SINGLE PROTEIN,Homo sapiens,9606,SOAT2,O75908,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,91,Alpha-amylase 1A,CHEMBL2478,CHEMBL2478,,0.0183,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Alpha-amylase 1A,SINGLE PROTEIN,Homo sapiens,9606,AMY1A,P0DUB6,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,92,Potassium voltage-gated channel subfamily A member 3,CHEMBL4633,CHEMBL4633,,0.0169,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Potassium voltage-gated channel subfamily A member 3,SINGLE PROTEIN,Homo sapiens,9606,KCNA3,P22001,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,93,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",CHEMBL2331064,CHEMBL2331064,,0.0153,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",SINGLE PROTEIN,Homo sapiens,9606,INPPL1,O15357,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,94,Nuclear factor erythroid 2-related factor 2,CHEMBL1075094,CHEMBL1075094,,0.0137,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Nuclear factor erythroid 2-related factor 2,SINGLE PROTEIN,Homo sapiens,9606,NFE2L2,Q16236,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,95,Delta-type opioid receptor,CHEMBL236,CHEMBL236,,0.0135,0.09,0.09,Positive_propensity_returned,I,complex_assay_model_prediction,Delta-type opioid receptor,SINGLE PROTEIN,Homo sapiens,9606,OPRD1,P41143,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,96,Glucocorticoid receptor,CHEMBL2034,CHEMBL2034,,0.0123,0.0091,0.0091,Positive_propensity_returned,D,simple_assay_model_prediction,Glucocorticoid receptor,SINGLE PROTEIN,Homo sapiens,9606,NR3C1,P04150,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,97,Galectin-8,CHEMBL5475,CHEMBL5475,,0.0119,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Galectin-8,SINGLE PROTEIN,Homo sapiens,9606,LGALS8,O00214,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,98,Sterol O-acyltransferase 1,CHEMBL2782,CHEMBL2782,,0.01,0.1197,0.1197,Positive_propensity_returned,I,complex_assay_model_prediction,Sterol O-acyltransferase 1,SINGLE PROTEIN,Homo sapiens,9606,SOAT1,P35610,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,99,Vitamin D3 receptor,CHEMBL1977,CHEMBL1977,,0.0061,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Vitamin D3 receptor,SINGLE PROTEIN,Homo sapiens,9606,VDR,P11473,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,100,Proteasome component C5,CHEMBL4208,CHEMBL4208,,0.0045,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,Proteasome component C5,SINGLE PROTEIN,Homo sapiens,9606,PSMB1,P20618,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,101,Vitamin D3 receptor,CHEMBL1977,CHEMBL1977,,0.004,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Vitamin D3 receptor,SINGLE PROTEIN,Homo sapiens,9606,VDR,P11473,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,102,"NAD-dependent malic enzyme, mitochondrial",CHEMBL5291602,CHEMBL5291602,,0.0031,-1,,No_positive_propensity_returned,D,simple_assay_model_prediction,"NAD-dependent malic enzyme, mitochondrial",SINGLE PROTEIN,Homo sapiens,9606,ME2,P23368,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,103,Stimulator of interferon genes protein,CHEMBL4523377_UNDEFINED MUTATION,CHEMBL4523377,UNDEFINED MUTATION,0.0031,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Stimulator of interferon genes protein,SINGLE PROTEIN,Homo sapiens,9606,STING1,Q86WV6,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,104,Farnesyl pyrophosphate synthase,CHEMBL1782,CHEMBL1782,,0.0023,-1,,No_positive_propensity_returned,I,complex_assay_model_prediction,Farnesyl pyrophosphate synthase,SINGLE PROTEIN,Homo sapiens,9606,FDPS,P14324,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
Bilobalide,73581,PASS Targets,PASS Targets web; ChEMBL v36; February 2026 update,2026-07-14,105,Sterol O-acyltransferase 2,CHEMBL4465,CHEMBL4465,,0.0009,0.1227,0.1227,Positive_propensity_returned,D,simple_assay_model_prediction,Sterol O-acyltransferase 2,SINGLE PROTEIN,Homo sapiens,9606,SOAT2,O75908,1,single_protein,true,prediction_only,Pa_minus_Pi_not_probability,not_available,mapped_human_target,https://way2drug.com/passtargets/
