MIM_Raw,Title,Comparison_Status,Old_Rank_200_export,New_Rank_1000_export,Rank_Shift_New_Minus_Old,Field_Values_Changed
*165070,FMS-RELATED TYROSINE KINASE 1; FLT1,New_due_to_higher_export_limit,,804,,false
*105850,ANGIOGENIN; ANG,New_due_to_higher_export_limit,,805,,false
*106195,"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 3; SLC4A3",New_due_to_higher_export_limit,,806,,false
*107720,APOLIPOPROTEIN C-III; APOC3,New_due_to_higher_export_limit,,807,,false
*107770,LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1,New_due_to_higher_export_limit,,808,,false
*114760,CARBONIC ANHYDRASE IV; CA4,New_due_to_higher_export_limit,,809,,false
*120325,"COLLAGEN, TYPE XV, ALPHA-1; COL15A1",New_due_to_higher_export_limit,,810,,false
*172860,"SERPIN PEPTIDASE INHIBITOR, CLADE F, MEMBER 1; SERPINF1",New_due_to_higher_export_limit,,811,,false
*173510,CD36 ANTIGEN; CD36,New_due_to_higher_export_limit,,812,,false
*176790,"PROCOLLAGEN-PROLINE, 2-OXOGLUTARATE-4-DIOXYGENASE, BETA SUBUNIT; P4HB",New_due_to_higher_export_limit,,813,,false
*179820,RENIN; REN,New_due_to_higher_export_limit,,814,,false
*188840,TITIN; TTN,New_due_to_higher_export_limit,,815,,false
*600133,"LAMININ, ALPHA-4; LAMA4",New_due_to_higher_export_limit,,816,,false
*600228,"SODIUM CHANNEL, EPITHELIAL 1, ALPHA SUBUNIT; SCNN1A",New_due_to_higher_export_limit,,817,,false
*600713,"11-BETA-HYDROXYSTEROID DEHYDROGENASE, TYPE I; HSD11B1",New_due_to_higher_export_limit,,818,,false
*600715,THROMBOSPONDIN IV; THBS4,New_due_to_higher_export_limit,,819,,false
*600870,G PROTEIN-COUPLED RECEPTOR KINASE 5; GRK5,New_due_to_higher_export_limit,,820,,false
*609415,MICRO RNA 17 HOST GENE; MIR17HG,New_due_to_higher_export_limit,,821,,false
*609599,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 1; ANKRD1,New_due_to_higher_export_limit,,822,,false
*609841,"SOLUTE CARRIER FAMILY 8 (SODIUM/LITHIUM/CALCIUM EXCHANGER), MEMBER B1; SLC8B1",New_due_to_higher_export_limit,,823,,false
*611024,ZINC FINGER PROTEIN 667; ZNF667,New_due_to_higher_export_limit,,824,,false
*611651,"PHOSPHOLIPASE A2, GROUP III; PLA2G3",New_due_to_higher_export_limit,,825,,false
*611761,LIPASE MATURATION FACTOR 1; LMF1,New_due_to_higher_export_limit,,826,,false
*611861,ADP-DEPENDENT GLUCOKINASE; ADPGK,New_due_to_higher_export_limit,,827,,false
*613516,RUN DOMAIN- AND CYSTEINE-RICH DOMAIN-CONTAINING BECLIN-1-INTERACTING PROTEIN; RUBCN,New_due_to_higher_export_limit,,828,,false
*616241,METEORIN-LIKE PROTEIN; METRNL,New_due_to_higher_export_limit,,829,,false
*616484,TAX1-BINDING PROTEIN 3; TAX1BP3,New_due_to_higher_export_limit,,830,,false
*616891,SMALL TRANSMEMBRANE REGULATOR OF ION TRANSPORT 1; STRIT1,New_due_to_higher_export_limit,,831,,false
*618207,SEC1 FAMILY DOMAIN-CONTAINING PROTEIN 1; SCFD1,New_due_to_higher_export_limit,,832,,false
*618427,PROTON-ACTIVATED CHLORIDE CHANNEL 1; PACC1,New_due_to_higher_export_limit,,833,,false
*618556,ENERGY HOMEOSTASIS-ASSOCIATED PROTEIN; ENHO,New_due_to_higher_export_limit,,834,,false
*618623,"HIG1 HYPOXIA-INDUCIBLE DOMAIN FAMILY, MEMBER 1A; HIGD1A",New_due_to_higher_export_limit,,835,,false
*131240,ENDOTHELIN 1; EDN1,New_due_to_higher_export_limit,,836,,false
*138251,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, ASSOCIATED PROTEIN; GRINA",New_due_to_higher_export_limit,,837,,false
*138254,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, SUBUNIT 2C; GRIN2C",New_due_to_higher_export_limit,,838,,false
*142445,NEUREGULIN 1; NRG1,New_due_to_higher_export_limit,,839,,false
*601614,NETRIN 1; NTN1,New_due_to_higher_export_limit,,840,,false
*601772,"H2A HISTONE FAMILY, MEMBER X; H2AFX",New_due_to_higher_export_limit,,841,,false
*601810,DNA REPLICATION HELICASE/NUCLEASE 2; DNA2,New_due_to_higher_export_limit,,842,,false
*602717,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, SUBUNIT 2D; GRIN2D",New_due_to_higher_export_limit,,843,,false
*602858,7-DEHYDROCHOLESTEROL REDUCTASE; DHCR7,New_due_to_higher_export_limit,,844,,false
*603501,POLY(ADP-RIBOSE) GLYCOHYDROLASE; PARG,New_due_to_higher_export_limit,,845,,false
*603538,KYNURENINE 3-MONOOXYGENASE; KMO,New_due_to_higher_export_limit,,846,,false
*604824,KLOTHO; KL,New_due_to_higher_export_limit,,847,,false
*604959,PHORBOL-12-MYRISTATE-13-ACETATE-INDUCED PROTEIN 1; PMAIP1,New_due_to_higher_export_limit,,848,,false
*605111,SPHINGOSINE-1-PHOSPHATE RECEPTOR 2; S1PR2,New_due_to_higher_export_limit,,849,,false
*605185,DELTA-LIKE CANONICAL NOTCH LIGAND 4; DLL4,New_due_to_higher_export_limit,,850,,false
*251170,MEVALONATE KINASE; MVK,New_due_to_higher_export_limit,,851,,false
*606356,TRANSMEMBRANE PROTEIN 123; TMEM123,New_due_to_higher_export_limit,,852,,false
*606448,THIOREDOXIN REDUCTASE 2; TXNRD2,New_due_to_higher_export_limit,,853,,false
*608202,CDK5 REGULATORY SUBUNIT-ASSOCIATED PROTEIN 3; CDK5RAP3,New_due_to_higher_export_limit,,854,,false
*166490,SECRETED PHOSPHOPROTEIN 1; SPP1,New_due_to_higher_export_limit,,855,,false
*601115,"GLUTAMATE RECEPTOR, METABOTROPIC, 3; GRM3",New_due_to_higher_export_limit,,856,,false
*311870,"PHOSPHORYLASE KINASE, MUSCLE, ALPHA-1 SUBUNIT; PHKA1",New_due_to_higher_export_limit,,857,,false
*620812,CLAUDIN 25; CLDN25,New_due_to_higher_export_limit,,858,,false
#150230,"TRICHORHINOPHALANGEAL SYNDROME, TYPE II; TRPS2",New_due_to_higher_export_limit,,859,,false
#151800,"LIPOMATOSIS, MULTIPLE SYMMETRIC, WITH OR WITHOUT AXONAL PERIPHERAL NEUROPATHY; MSL",New_due_to_higher_export_limit,,860,,false
#160900,MYOTONIC DYSTROPHY 1; DM1,New_due_to_higher_export_limit,,861,,false
#102200,"PITUITARY ADENOMA 1, MULTIPLE TYPES; PITA1",New_due_to_higher_export_limit,,862,,false
#600462,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1; MLASA1",New_due_to_higher_export_limit,,863,,false
#610947,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2; ADCAD2",New_due_to_higher_export_limit,,864,,false
#611493,"ATRIAL FIBRILLATION, FAMILIAL, 4; ATFB4",New_due_to_higher_export_limit,,865,,false
#611556,"GLYCOGEN STORAGE DISEASE 0, MUSCLE; GSD0B",New_due_to_higher_export_limit,,866,,false
#612201,"ATRIAL FIBRILLATION, FAMILIAL, 6; ATFB6",New_due_to_higher_export_limit,,867,,false
#613120,BRUGADA SYNDROME 7; BRGDA7,New_due_to_higher_export_limit,,868,,false
#613172,"CARDIOMYOPATHY, DILATED, 1DD; CMD1DD",New_due_to_higher_export_limit,,869,,false
#614486,THROMBOPHILIA DUE TO THROMBOMODULIN DEFECT; THPH12,New_due_to_higher_export_limit,,870,,false
#615300,PERRAULT SYNDROME 4; PRLTS4,New_due_to_higher_export_limit,,871,,false
#615378,"ATRIAL FIBRILLATION, FAMILIAL, 14; ATFB14",New_due_to_higher_export_limit,,872,,false
#615745,ATRIAL STANDSTILL 2; ATRST2,New_due_to_higher_export_limit,,873,,false
#615770,"ATRIAL FIBRILLATION, FAMILIAL, 15; ATFB15",New_due_to_higher_export_limit,,874,,false
#616166,"AORTIC ANEURYSM, FAMILIAL THORACIC 9; AAT9",New_due_to_higher_export_limit,,875,,false
#616812,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 25; LGMDR25",New_due_to_higher_export_limit,,876,,false
#618343,POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME; PMGEDSV,New_due_to_higher_export_limit,,877,,false
#618437,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 75; DEE75,New_due_to_higher_export_limit,,878,,false
#132900,"AORTIC ANEURYSM, FAMILIAL THORACIC 4; AAT4",New_due_to_higher_export_limit,,879,,false
#601154,"CARDIOMYOPATHY, DILATED, 1E; CMD1E",New_due_to_higher_export_limit,,880,,false
#207800,ARGININEMIA,New_due_to_higher_export_limit,,881,,false
#207900,ARGININOSUCCINIC ACIDURIA,New_due_to_higher_export_limit,,882,,false
#218030,APPARENT MINERALOCORTICOID EXCESS; AME,New_due_to_higher_export_limit,,883,,false
#222300,WOLFRAM SYNDROME 1; WFS1,New_due_to_higher_export_limit,,884,,false
#602481,"MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2",New_due_to_higher_export_limit,,885,,false
#602491,"HYPERLIPIDEMIA, FAMILIAL COMBINED, 1; FCHL1",New_due_to_higher_export_limit,,886,,false
#603285,CEREBRAL CAVERNOUS MALFORMATIONS 3; CCM3,New_due_to_higher_export_limit,,887,,false
#606408,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 1; EDSCLL1",New_due_to_higher_export_limit,,888,,false
#607091,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId; CDG2D",New_due_to_higher_export_limit,,889,,false
#607426,"COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1",New_due_to_higher_export_limit,,890,,false
#608516,MAJOR DEPRESSIVE DISORDER; MDD,New_due_to_higher_export_limit,,891,,false
#608622,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",New_due_to_higher_export_limit,,892,,false
#608647,"CILIARY DYSKINESIA, PRIMARY, 5; CILD5",New_due_to_higher_export_limit,,893,,false
#300623,FRAGILE X TREMOR/ATAXIA SYNDROME; FXTAS,New_due_to_higher_export_limit,,894,,false
#301082,IMMUNODEFICIENCY 102; IMD102,New_due_to_higher_export_limit,,895,,false
#301163,"CARDIOMYOPATHY, DILATED, 3C; CMD3C",New_due_to_higher_export_limit,,896,,false
#309800,"MICROPHTHALMIA, SYNDROMIC 1; MCOPS1",New_due_to_higher_export_limit,,897,,false
#613980,"ATRIAL FIBRILLATION, FAMILIAL, 9; ATFB9",New_due_to_higher_export_limit,,898,,false
#614022,"ATRIAL FIBRILLATION, FAMILIAL, 10; ATFB10",New_due_to_higher_export_limit,,899,,false
#614049,"ATRIAL FIBRILLATION, FAMILIAL, 11; ATFB11",New_due_to_higher_export_limit,,900,,false
#614050,"ATRIAL FIBRILLATION, FAMILIAL, 12; ATFB12",New_due_to_higher_export_limit,,901,,false
#619127,MANDIBULOACRAL DYSPLASIA PROGEROID SYNDROME; MDPS,New_due_to_higher_export_limit,,902,,false
#619538,CEREBRAL CAVERNOUS MALFORMATIONS 4; CCM4,New_due_to_higher_export_limit,,903,,false
#619897,"CARDIOMYOPATHY, DILATED, 2G; CMD2G",New_due_to_higher_export_limit,,904,,false
#620058,FAMILIAL APOLIPOPROTEIN GENE CLUSTER DELETION SYNDROME,New_due_to_higher_export_limit,,905,,false
#620389,"NEMALINE MYOPATHY 5C, AUTOSOMAL DOMINANT; NEM5C",New_due_to_higher_export_limit,,906,,false
#620917,SPERMATOGENIC FAILURE 95; SPGF95,New_due_to_higher_export_limit,,907,,false
%157700,MITRAL VALVE PROLAPSE 1; MVP1,New_due_to_higher_export_limit,,908,,false
%159300,MUSICAL PERFECT PITCH,New_due_to_higher_export_limit,,909,,false
%608901,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5",New_due_to_higher_export_limit,,910,,false
%608988,"ATRIAL FIBRILLATION, FAMILIAL, 2; ATFB2",New_due_to_higher_export_limit,,911,,false
%612161,"ANEURYSM, INTRACRANIAL BERRY, 7; ANIB7",New_due_to_higher_export_limit,,912,,false
%612162,"ANEURYSM, INTRACRANIAL BERRY, 8; ANIB8",New_due_to_higher_export_limit,,913,,false
%606787,PERIPHERAL ARTERIAL OCCLUSIVE DISEASE 1,New_due_to_higher_export_limit,,914,,false
613600,"TORSADE DE POINTES, SHORT-COUPLED VARIANT",New_due_to_higher_export_limit,,915,,false
*148066,"KERATIN 14, TYPE I; KRT14",New_due_to_higher_export_limit,,916,,false
*150330,LAMIN A/C; LMNA,New_due_to_higher_export_limit,,917,,false
*152200,LIPOPROTEIN(a); LPA,New_due_to_higher_export_limit,,918,,false
*153454,"PROCOLLAGEN-LYSINE, 2-OXOGLUTARATE 5-DIOXYGENASE; PLOD1",New_due_to_higher_export_limit,,919,,false
*160760,"MYOSIN, HEAVY CHAIN 7, CARDIAC MUSCLE, BETA; MYH7",New_due_to_higher_export_limit,,920,,false
*160777,MYOSIN VA; MYO5A,New_due_to_higher_export_limit,,921,,false
*114250,CALSEQUESTRIN 1; CASQ1,New_due_to_higher_export_limit,,922,,false
*173321,"SERPIN PEPTIDASE INHIBITOR, CLADE B (OVALBUMIN), MEMBER 6; SERPINB6",New_due_to_higher_export_limit,,923,,false
*176300,TRANSTHYRETIN; TTR,New_due_to_higher_export_limit,,924,,false
*176805,PROSTAGLANDIN-ENDOPEROXIDE SYNTHASE 1; PTGS1,New_due_to_higher_export_limit,,925,,false
*188070,"THROMBOXANE A2 RECEPTOR, PLATELET; TBXA2R",New_due_to_higher_export_limit,,926,,false
*516002,"COMPLEX I, SUBUNIT ND3; MTND3",New_due_to_higher_export_limit,,927,,false
*516070,ATP SYNTHASE 8; MTATP8,New_due_to_higher_export_limit,,928,,false
*561010,"RIBOSOMAL RNA, MITOCHONDRIAL, 16S; MTRNR2",New_due_to_higher_export_limit,,929,,false
*590000,"TRANSFER RNA, MITOCHONDRIAL, ALANINE; MTTA",New_due_to_higher_export_limit,,930,,false
*590040,"TRANSFER RNA, MITOCHONDRIAL, HISTIDINE; MTTH",New_due_to_higher_export_limit,,931,,false
*600008,NICOTINAMIDE N-METHYLTRANSFERASE; NNMT,New_due_to_higher_export_limit,,932,,false
*600760,"SODIUM CHANNEL, EPITHELIAL 1, BETA SUBUNIT; SCNN1B",New_due_to_higher_export_limit,,933,,false
*600940,"LIGASE III, DNA, ATP-DEPENDENT; LIG3",New_due_to_higher_export_limit,,934,,false
*609010,3-METHYLCROTONYL-CoA CARBOXYLASE 1; MCCC1,New_due_to_higher_export_limit,,935,,false
*612137,RING FINGER PROTEIN 146; RNF146,New_due_to_higher_export_limit,,936,,false
*612283,PROTEIN C; PROC,New_due_to_higher_export_limit,,937,,false
*613753,MICRO RNA 211; MIR211,New_due_to_higher_export_limit,,938,,false
*614259,CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 57; CFAP57,New_due_to_higher_export_limit,,939,,false
*617292,TRANSMEMBRANE PROTEIN 150C; TMEM150C,New_due_to_higher_export_limit,,940,,false
*617634,COILED-COIL GLUTAMATE-RICH PROTEIN 2; CCER2,New_due_to_higher_export_limit,,941,,false
*134570,"FACTOR XIII, A1 SUBUNIT; F13A1",New_due_to_higher_export_limit,,942,,false
*601844,"PROTEIN KINASE, LYSINE-DEFICIENT 4; WNK4",New_due_to_higher_export_limit,,943,,false
*191523,UPSTREAM TRANSCRIPTION FACTOR 1; USF1,New_due_to_higher_export_limit,,944,,false
*603297,"DYNEIN, CYTOPLASMIC 2, HEAVY CHAIN 1; DYNC2H1",New_due_to_higher_export_limit,,945,,false
*604544,LEUCYL-tRNA SYNTHETASE 2; LARS2,New_due_to_higher_export_limit,,946,,false
*604577,POPEYE DOMAIN cAMP EFFECTOR 1; POPDC1,New_due_to_higher_export_limit,,947,,false
*604633,EGF-CONTAINING FIBULIN-LIKE EXTRACELLULAR MATRIX PROTEIN 2; EFEMP2,New_due_to_higher_export_limit,,948,,false
*605204,TORSIN 1A; TOR1A,New_due_to_higher_export_limit,,949,,false
*276903,MYOSIN VIIA; MYO7A,New_due_to_higher_export_limit,,950,,false
*606477,SERINE RACEMASE; SRR,New_due_to_higher_export_limit,,951,,false
*606609,3-PRIME REPAIR EXONUCLEASE 1; TREX1,New_due_to_higher_export_limit,,952,,false
*606800,"GLUCOSIDASE, ALPHA, ACID; GAA",New_due_to_higher_export_limit,,953,,false
*606980,COENZYME Q8A; COQ8A,New_due_to_higher_export_limit,,954,,false
*607929,CCM2 SCAFFOLD PROTEIN; CCM2,New_due_to_higher_export_limit,,955,,false
*608112,"TRAFFICKING PROTEIN, KINESIN-BINDING 1; TRAK1",New_due_to_higher_export_limit,,956,,false
*300384,EMERIN; EMD,New_due_to_higher_export_limit,,957,,false
*311800,PHOSPHOGLYCERATE KINASE 1; PGK1,New_due_to_higher_export_limit,,958,,false
*300205,EMOPAMIL-BINDING PROTEIN; EBP,New_due_to_higher_export_limit,,959,,false
*238331,DIHYDROLIPOAMIDE DEHYDROGENASE; DLD,New_due_to_higher_export_limit,,960,,false
*605546,"GLYCOPROTEIN VI, PLATELET; GP6",New_due_to_higher_export_limit,,961,,false
*621202,CHROMOSOME 10 OPEN READING FRAME 71; C10ORF71,New_due_to_higher_export_limit,,962,,false
#148300,KERATOCONUS 1; KTCN1,New_due_to_higher_export_limit,,963,,false
#150550,"PERIODIC FEVER, IMMUNODEFICIENCY, AND THROMBOCYTOPENIA SYNDROME; PFITS",New_due_to_higher_export_limit,,964,,false
#169400,PELGER-HUET ANOMALY; PHA,New_due_to_higher_export_limit,,965,,false
#187950,THROMBOCYTHEMIA 1; THCYT1,New_due_to_higher_export_limit,,966,,false
#609535,"DRUG METABOLISM, ALTERED, CYP2C19-RELATED",New_due_to_higher_export_limit,,967,,false
#610379,"WEST NILE VIRUS, SUSCEPTIBILITY TO",New_due_to_higher_export_limit,,968,,false
#611762,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2; FCAS2,New_due_to_higher_export_limit,,969,,false
#612926,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6; AHUS6",New_due_to_higher_export_limit,,970,,false
#613118,ANTITHROMBIN III DEFICIENCY; AT3D,New_due_to_higher_export_limit,,971,,false
#613523,CHROMOSOME 8p11 MYELOPROLIFERATIVE SYNDROME,New_due_to_higher_export_limit,,972,,false
#614307,ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY; AMACRD,New_due_to_higher_export_limit,,973,,false
#614743,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE SYNDROME, TELOMERE-RELATED, 2; PFBMFT2",New_due_to_higher_export_limit,,974,,false
#615264,"BLOOD GROUP, VEL SYSTEM; VEL",New_due_to_higher_export_limit,,975,,false
#615673,MYOPATHY WITH EXTRAPYRAMIDAL SIGNS; MPXPS,New_due_to_higher_export_limit,,976,,false
#615838,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8",New_due_to_higher_export_limit,,977,,false
#615846,AICARDI-GOUTIERES SYNDROME 7; AGS7,New_due_to_higher_export_limit,,978,,false
#616669,IMMUNODEFICIENCY 45; IMD45,New_due_to_higher_export_limit,,979,,false
#616881,"LEUKODYSTROPHY, HYPOMYELINATING, 13; HLD13",New_due_to_higher_export_limit,,980,,false
#617222,"SUDDEN CARDIAC FAILURE, INFANTILE; SCFI",New_due_to_higher_export_limit,,981,,false
#617591,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3,New_due_to_higher_export_limit,,982,,false
#618113,"ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION; MMERV",New_due_to_higher_export_limit,,983,,false
#618360,BRAIN SMALL VESSEL DISEASE 3; BSVD3,New_due_to_higher_export_limit,,984,,false
#124000,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1",New_due_to_higher_export_limit,,985,,false
#201450,"ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD",New_due_to_higher_export_limit,,986,,false
#201475,"ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF; ACADVLD",New_due_to_higher_export_limit,,987,,false
#203750,ALPHA-METHYLACETOACETIC ACIDURIA,New_due_to_higher_export_limit,,988,,false
#203800,ALSTROM SYNDROME; ALMS,New_due_to_higher_export_limit,,989,,false
#208920,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH",New_due_to_higher_export_limit,,990,,false
#231000,"GAUCHER DISEASE, TYPE III; GD3",New_due_to_higher_export_limit,,991,,false
#603829,"VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 1; VF1",New_due_to_higher_export_limit,,992,,false
#604168,"CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY; CCFDN",New_due_to_higher_export_limit,,993,,false
#250620,3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD,New_due_to_higher_export_limit,,994,,false
#251120,METHYLMALONYL-CoA EPIMERASE DEFICIENCY,New_due_to_higher_export_limit,,995,,false
#251260,NIJMEGEN BREAKAGE SYNDROME; NBS,New_due_to_higher_export_limit,,996,,false
#253260,BIOTINIDASE DEFICIENCY,New_due_to_higher_export_limit,,997,,false
#253550,"SPINAL MUSCULAR ATROPHY, TYPE II; SMA2",New_due_to_higher_export_limit,,998,,false
#255110,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, MYOPATHIC, STRESS-INDUCED",New_due_to_higher_export_limit,,999,,false
#255120,CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY,New_due_to_higher_export_limit,,1000,,false
