Gene_Symbol,Gene_Name,Entrez_Gene_ID,Ensembl_Gene_ID,Evidence_Tier,In_Strict_28,In_Primary_81,In_MediumExtended_176,In_BroadSensitivity_430,Primary_Source_Databases,Primary_Source_Count,Medium_Source_Databases,Medium_Source_Count,Broad_Source_Databases,Broad_Source_Count,GeneCards_Strict_ge5,GeneCards_Main_ge3,GeneCards_Broad_ge0.9,OMIM_UltraStrict,OMIM_Primary,OMIM_PrimaryPlusExtended,DisGeNET_Primary_raw_ge0.30,DisGeNET_Conservative_EI_ge0.80,DisGeNET_HumanLiterature,GeneCards_Relevance_Score,GeneCards_Knowledge_Score,OMIM_Gene_MIM_ID,OMIM_Phenotype_MIM_IDs,OMIM_Evidence_Layers,OMIM_Mechanism_Tags,DisGeNET_Raw_GDA_Score,DisGeNET_EI,DisGeNET_N_PMIDs,Interpretation_Note
ICAM1,Intercellular Adhesion Molecule 1,3383,ENSG00000090339,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.2075415,95.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IFNG,interferon gamma,3458,ENSG00000111537,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IGF1,Insulin Like Growth Factor 1,3479,ENSG00000017427,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.3120809,100.0,,,,,0.25,1.0,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL10,Interleukin 10,3586,ENSG00000136634,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.618697,100.0,,,,,0.2,0.8,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL17A,Interleukin 17A,3605,ENSG00000112115,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.871239,82.0,,,,,0.2,1.0,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL1B,Interleukin 1 Beta,3553,ENSG00000125538,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,False,True,4.318134,91.0,,,,,0.2,0.75,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL1RL1,Interleukin 1 Receptor Like 1,9173,ENSG00000115602,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.7259526,87.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL33,Interleukin 33,90865,ENSG00000137033,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.4166965,84.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL4,interleukin 4,3565,ENSG00000113520,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IL6,Interleukin 6,3569,ENSG00000136244,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,7.739003,93.0,,,,,0.3,0.8888888888888888,27,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITIH4,Inter-Alpha-Trypsin Inhibitor Heavy Chain 4,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.2957315,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ITSN1,intersectin 1,6453,ENSG00000205726,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
JAK2,Janus Kinase 2,3717,ENSG00000096968,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,5.2918544,100.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KDR,Kinase Insert Domain Receptor,3791,ENSG00000128052,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.2933404,99.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KL,Klotho,9365,ENSG00000133116,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,91.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KLK1,kallikrein 1,3816,ENSG00000167748,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
KLK4,kallikrein related peptidase 4,9622,ENSG00000167749,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LCN2,Lipocalin 2,3934,ENSG00000148346,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.7043025,82.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LGALS3,Galectin 3,3958,ENSG00000131981,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.685536,85.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
LRP1,LDL receptor related protein 1,4035,ENSG00000123384,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MAPT,Microtubule Associated Protein Tau,4137,ENSG00000186868,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.6492987,100.0,,,,,0.25,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MBL2,Mannose Binding Lectin 2,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.4166965,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MBP,Myelin Basic Protein,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.0065806,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MCL1,"MCL1 apoptosis regulator, BCL2 family member",4170,ENSG00000143384,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
METTL3,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit",56339,ENSG00000165819,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMACHC,Metabolism of cobalamin associated C,25974,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,609831,277400,Extended_Etiologic,metabolic_thrombosis,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP1,Matrix Metallopeptidase 1,4312,ENSG00000196611,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.9122307,92.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP2,Matrix Metallopeptidase 2,4313,ENSG00000087245,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,False,True,5.749848,100.0,,,,,0.25,0.75,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MMP9,Matrix Metallopeptidase 9,4318,ENSG00000100985,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,17.409672,100.0,,,,,0.35,0.9230769230769232,26,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MPO,Myeloperoxidase,4353,ENSG00000005381,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.9671128,93.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
MTHFR,Methylenetetrahydrofolate Reductase,4524,ENSG00000177000,Primary,False,True,True,True,GeneCards,1,GeneCards;OMIM;DisGeNET,3,GeneCards;OMIM;DisGeNET,3,False,True,True,False,False,True,False,True,True,4.170785,100.0,607093,236250,Extended_Etiologic,metabolic_thrombosis,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NAMPT,Nicotinamide Phosphoribosyltransferase,10135,ENSG00000105835,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.6847396,88.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NEFL,Neurofilament Light Chain,4747,ENSG00000277586,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.4548626,94.0,,,,,0.2,1.0,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NFE2L2,NFE2 Like BZIP Transcription Factor 2,4780,ENSG00000116044,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7654351,100.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NFKB1,Nuclear Factor Kappa B Subunit 1,4790,ENSG00000109320,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,10.322936,100.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NGFR,Nerve Growth Factor Receptor,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.0905466,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NIT1,Nitrilase 1,4817,,MediumExtended,False,False,True,True,,0,OMIM,1,GeneCards;OMIM,2,False,False,True,False,False,True,False,False,False,1.3140942,60.0,604618,621313,Extended_Etiologic,mixed_small_vessel,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NLRP3,NLR Family Pyrin Domain Containing 3,114548,ENSG00000162711,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.374183,100.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOS3,Nitric Oxide Synthase 3,4846,ENSG00000164867,Primary,False,True,True,True,GeneCards,1,GeneCards;OMIM,2,GeneCards;OMIM;DisGeNET,3,False,True,True,False,False,True,False,False,True,4.209799,100.0,163729,621469,Extended_Etiologic,moyamoya,0.2,0.3333333333333333,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NOTCH3,Notch Receptor 3,4854,,Primary,False,True,True,True,GeneCards;OMIM,2,GeneCards;OMIM,2,GeneCards;OMIM,2,False,True,True,False,True,True,False,False,False,4.875478,100.0,600276,125310,Primary_Adult_Monogenic,arteriopathy,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NPPA,Natriuretic Peptide A,4878,ENSG00000175206,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.3140942,91.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
NPPB,Natriuretic Peptide B,4879,ENSG00000120937,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,6.214533,74.0,,,,,0.3,0.9444444444444444,18,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
OCLN,Occludin,100506658,ENSG00000197822,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,94.0,,,,,0.25,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
OLR1,Oxidized Low Density Lipoprotein Receptor 1,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.2676756,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PANX1,Pannexin 1,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.0603924,84.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PARP1,Poly(ADP-Ribose) Polymerase 1,142,ENSG00000143799,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.0475724,96.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PCSK9,Proprotein Convertase Subtilisin/Kexin Type 9,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.9360347,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PDE3A,Phosphodiesterase 3A,5139,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,123805,112410,Extended_Etiologic,upstream_hypertension,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLA2G7,Phospholipase A2 Group VII,7941,ENSG00000146070,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,True,True,True,4.5516458,82.0,,,,,0.3,1.0,15,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLAT,"Plasminogen Activator, Tissue Type",5327,ENSG00000104368,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,14.745126,92.0,,,,,0.35,1.0,20,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLAU,"Plasminogen Activator, Urokinase",,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,21.936646,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PON1,Paraoxonase 1,5444,ENSG00000005421,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.3750615,86.0,,,,,0.2,0.8333333333333334,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PROC,Protein C,5624,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,612283,176860,Extended_Etiologic,thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PROM1,Prominin 1,8842,ENSG00000007062,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.5902042,91.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PROS1,Protein S,5627,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,176880,612336,Extended_Etiologic,thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PTGS2,Prostaglandin-Endoperoxide Synthase 2,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.9633937,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RBP4,Retinol Binding Protein 4,5950,ENSG00000138207,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.357602,95.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RETN,Resistin,56729,ENSG00000104918,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.1723397,69.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RIPK1,Receptor Interacting Serine/Threonine Kinase 1,8737,ENSG00000137275,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.871239,100.0,,,,,0.25,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RIPK3,Receptor Interacting Serine/Threonine Kinase 3,11035,ENSG00000129465,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,88.0,,,,,0.25,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RNF213,Ring finger protein 213,57674,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,613768,607151,Extended_Etiologic,moyamoya,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ROCK2,Rho associated coiled-coil containing protein kinase 2,9475,ENSG00000134318,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
S100A9,S100 Calcium Binding Protein A9,6280,ENSG00000163220,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.0475724,85.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
S100B,S100 Calcium Binding Protein B,6285,ENSG00000160307,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,6.4530697,88.0,,,,,0.2,0.8571428571428571,7,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SAA1,Serum Amyloid A1,6288,ENSG00000173432,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.2212017,79.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SDC1,syndecan 1,6382,ENSG00000115884,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINC1,Serpin family C member 1,462,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,107300,613118,Extended_Etiologic,thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINE1,Serpin Family E Member 1,,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,5.2394767,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SIRT1,Sirtuin 1,23411,ENSG00000096717,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.8048253,97.0,,,,,0.25,0.8,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SNCB,Synuclein Beta,6620,ENSG00000074317,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,72.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SSTR2,somatostatin receptor 2,6752,ENSG00000180616,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
STAT3,Signal Transducer And Activator Of Transcription 3,6774,ENSG00000168610,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.278482,100.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
THBD,Thrombomodulin,7056,ENSG00000178726,MediumExtended,False,False,True,True,,0,OMIM;DisGeNET,2,GeneCards;OMIM;DisGeNET,3,False,False,True,False,False,True,False,True,True,2.0475724,93.0,188040,614486,Extended_Etiologic,thrombophilia,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
THBS1,Thrombospondin 1,7057,ENSG00000137801,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.3100295,95.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TJP1,Tight Junction Protein 1,,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,5.373794,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR4,Toll Like Receptor 4,7099,ENSG00000136869,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,5.007799,96.0,,,,,0.25,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNF,Tumor Necrosis Factor,7124,ENSG00000232810,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,True,True,True,3.3012965,91.0,,,,,0.3,0.8235294117647058,17,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFRSF11B,TNF Receptor Superfamily Member 11b,4982,ENSG00000164761,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.4548626,91.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFSF10,TNF Superfamily Member 10,8743,ENSG00000121858,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.6492987,88.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNNI3,"Troponin I3, Cardiac Type",7137,ENSG00000129991,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.0065806,92.0,,,,,0.2,0.8333333333333334,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNNT2,"Troponin T2, Cardiac Type",7139,ENSG00000118194,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.251947,91.0,,,,,0.2,0.875,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TP53,Tumor Protein P53,7157,ENSG00000141510,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.3100295,100.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREM1,Triggering Receptor Expressed On Myeloid Cells 1,54210,ENSG00000124731,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.4548626,78.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREM2,Triggering Receptor Expressed On Myeloid Cells 2,54209,ENSG00000095970,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.2933404,89.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREML1,triggering receptor expressed on myeloid cells like 1,340205,ENSG00000161911,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREX1,Three prime repair exonuclease 1,11277,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,606609,192315,Extended_Etiologic,systemic_microvasculopathy,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TXN,thioredoxin,7295,ENSG00000136810,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VEGFA,Vascular Endothelial Growth Factor A,7422,ENSG00000112715,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,5.9507003,97.0,,,,,0.35,0.9411764705882352,17,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VWF,Von Willebrand Factor,7450,ENSG00000110799,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.2005696,100.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
